ID,ALIAS - BUSINESS,ASSOCIATES,CLASSIFIED LEVEL,EVIDENCE,INFLUENCES,LOCALITIES,NAKAMOTO INDEX,SCREEN COLOR,TEXT COLOR,Name,Description,Image
1587,Sasquatch - 匿名転送,The Brother,LEVEL 2,There is no way for the software to automatically know if one chain is b...,Steganography No Solution (Finney 1993),"Helsinki, FIN [Tor]",69,Black,White,CYPHERPUNK FILES #1587,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1587
1588,Mr. CashBack - ストリーム,Rex,LEVEL 2,We propose a solution to the double-spending problem using a peer-to-pee...,Deflation and Liberty (Hülsmann 2008),"Nakano, JPN [I2P]",63,Black,White,CYPHERPUNK FILES #1588,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1588
1589,Shears - カナリア,The Earner,LEVEL 3,SHA256 is not going to be broken by Moore's law computational improvemen...,Objective Versus Intersubjective Truth (Szabo 1998),"Dublin, IRL [VPN]",35,Black,White,CYPHERPUNK FILES #1589,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1589
1590,Sasquatch - 匿名転送,Goldfinger,LEVEL 2,Bitcoin and all timestamp servers share the basic functionality of perio...,Hashcash - A Denial of Service Counter-Measure (Back 2002),"Eindhoven, NLD [VPN]",68,Black,White,CYPHERPUNK FILES #1590,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1590
1591,Yorkie - 表現の自由,Sasquatch,LEVEL 4,"They concede that something is flammable, but argue that it'll never bur...",The Art of Unix Programming (Raymond 2003),"Melbourne, AUS [Tor]",41,Black,White,CYPHERPUNK FILES #1591,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1591
1592,The Way - 電子現金提案,Charlie Bravo,LEVEL 1,"Hurray, I got it on the first go.",On Digital Cash-Like Payment Systems (Nagy 2005),"Osaka, JPN [I2P]",60,Black,White,CYPHERPUNK FILES #1592,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1592
1593,Horoscope - かなり良いプライバシー,Hellraiser,LEVEL 2,A lot of the core interest in Bitcoin is going to be from the privacy cr...,The Beauty of ECash (Finney 1994),"Amsterdam, NLD [Tor]",40,Black,White,CYPHERPUNK FILES #1593,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1593
1594,The Hawk - 零知識証明,Money,LEVEL 2,I can't understand why you're having so much pain.,The Mystery of Banking (Rothbard 1983),"Helsinki, FIN [Tor]",28,Black,White,CYPHERPUNK FILES #1594,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1594
1595,Snowman - 書類,The Soldier,LEVEL 1,Nodes work all at once with little coordination.,The Case for Privacy (Friedman 2005),"Arcadia, USA [Relay]",34,Black,White,CYPHERPUNK FILES #1595,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1595
1596,The Piercer - 決済システム,Mojo Man,LEVEL 3,"Hurray, I got it on the first go.",Interpreting Power: The Principle of Least Authority (Szabo 2005),"Haifa, ISR [Relay]",29,Black,White,CYPHERPUNK FILES #1596,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1596
1597,M - 木々,The Heater,LEVEL 4,What is needed is an electronic payment system based on cryptographic pr...,Quorum Systems (Szabo 1998),"Bochum, DEU [Relay]",47,Black,White,CYPHERPUNK FILES #1597,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1597
1598,Old Man River - 暗号化接続,The Villain,LEVEL 1,"as users increase, the value goes up, which could attract more users to ...",Proplets: Devices for Controlling Property (Szabo 2001),"Sliema, MLT [VPN]",57,Black,White,CYPHERPUNK FILES #1598,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1598
1599,Lucky - データヘイブン,The Acrobat,LEVEL 1,The network timestamps transactions by hashing them into an ongoing chai...,Human Action: A Treatise on Economics (Mises 1949),"Cambridge, USA [Tor]",30,Black,White,CYPHERPUNK FILES #1599,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1599
1600,Mochi - 数学,The Heater,LEVEL 2,"To the rest of the world, 'log' means delete-at-will, but to database pe...",Designing Trusted Services with Group Controls (Szabo 2000),"Sydney, AUS [I2P]",58,Black,White,CYPHERPUNK FILES #1600,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1600
1601,The Acrobat - 被害者保護,Sakou,LEVEL 1,"Even if Bitcoin grows at crazy adoption rates, I think computer speeds w...",Patterns of Integrity: Separation of Duties (Szabo 2004),"Tokyo, JPN [VPN]",32,Black,White,CYPHERPUNK FILES #1601,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1601
1602,The Way - 電子現金提案,ATAT,LEVEL 2,The algorithm aims for an average of 6 blocks per hour.,Libertaria in Cyberspace (May 1992),"Eindhoven, NLD [VPN]",62,Black,White,CYPHERPUNK FILES #1602,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1602
1603,The Gardener - ソフトウェア無線,Apache Pilot,LEVEL 1,Someone needs to correct Wikipedia; it incorrectly says the paper was pu...,Contracts in Cyberspace (Friedman 2000),"Chicago, USA [VPN]",46,Black,White,CYPHERPUNK FILES #1603,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1603
1604,Olive Juice - エンジニアリングマニフェスト,The Kazoo,LEVEL 4,the security of the network grows as the size of the network and the amo...,Protecting Privacy with Electronic Cash (Finney 1993),"Bletchley Park, GBR [VPN]",38,Black,White,CYPHERPUNK FILES #1604,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1604
1605,The Godfather - デジタルキャッシュ,Captain,LEVEL 1,Bitcoin and all timestamp servers share the basic functionality of perio...,The Machinery of Freedom (Friedman 1989),"Cambridge, USA [Tor]",70,Black,White,CYPHERPUNK FILES #1605,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1605
1606,Youngster - アーカイブ,The Dutchman,LEVEL 4,The proof-of-work chain is a solution to the Byzantine Generals' Problem.,The Ricardian Contract (Grigg 2004),"Bletchley Park, GBR [VPN]",58,Black,White,CYPHERPUNK FILES #1606,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1606
1607,Running Man - 再利用可能証明,Riggs,LEVEL 3,"We're trying to prove the absence of something, which seems to require k...",Shelling Out: The Origins of Money (Szabo 2002),"Paris, FRA [Relay]",70,Black,White,CYPHERPUNK FILES #1607,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1607
1608,The Saint - ハンドブック,Shears,LEVEL 2,"The timestamp proves that the data must have existed at the time, obviou...",Smart Contracts Glossary (Szabo 1995),"Amsterdam, NLD [Tor]",50,Black,White,CYPHERPUNK FILES #1608,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1608
1609,Olive Juice - エンジニアリングマニフェスト,The Assassin,LEVEL 4,"Well, that's a relief.",Advances in Distributed Security (Szabo 2003),"Stanford, USA [Tor]",39,Black,White,CYPHERPUNK FILES #1609,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1609
1610,The Kiwi - 監視研究,Tall Man,LEVEL 4,"My apologies, your post was indeed a question not a statement.",The Sybil Attack (Douceur 2002),"Delft, NLD [Relay]",35,Black,White,CYPHERPUNK FILES #1610,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1610
1611,Mayhem - 暗号無政府,Applesauce,LEVEL 3,"Fortunately, so far all the issues raised have been things I previously ...",Human Action: A Treatise on Economics (Mises 1949),"Redmond, USA [I2P]",46,Black,White,CYPHERPUNK FILES #1611,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1611
1612,Mojo Man - ファイル共有,V.I.P.,LEVEL 3,Eventually at most only 21 million coins for 6.8 billion people in the w...,The Geodesic Market (Hettinga 1998),"Berlin, DEU [Proxy]",69,Black,White,CYPHERPUNK FILES #1612,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1612
1613,The Storm - デジタル文書,Yorkie,LEVEL 1,"Does it hide the bitcoin addresses?  Is that it?  OK, maybe now I see, i...",The Case for Privacy (Friedman 2005),"Redmond, USA [I2P]",55,Black,White,CYPHERPUNK FILES #1613,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1613
1614,Bluebird - 短文投稿,Crystal,LEVEL 3,I would be surprised if 10 years from now we're not using electronic cur...,The Beauty of ECash (Finney 1994),"Langley, USA [Tor]",61,Black,White,CYPHERPUNK FILES #1614,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1614
1615,Old Man River - 暗号化接続,Mayhem,LEVEL 2,"I hate to blame the compiler, and I've never had a GCC compiler bug befo...",Objective Versus Intersubjective Truth (Szabo 1998),"Amsterdam, NLD [Tor]",39,Black,White,CYPHERPUNK FILES #1615,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1615
1616,The Provost - ハニーポット,Mr. Anderson,LEVEL 2,"even if Bitcoin caught on at dot-com rates of growth, it would still tak...",A Formal Language for Analyzing Contracts (Szabo 2002),"Santa Cruz, USA [VPN]",44,Black,White,CYPHERPUNK FILES #1616,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1616
1617,The Boar - 匿名資格情報,Money,LEVEL 1,Bitcoin is practical for smaller transactions than are practical with ex...,Detecting Double Spending (Finney 1993),"Haasrode, BEL [Tor]",31,Black,White,CYPHERPUNK FILES #1617,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1617
1618,The Heater - デジタルベアラー,Mt. Mox,LEVEL 3,I believe I've worked through all those little details over the last yea...,How to Share a Secret (Shamir 1979),"Boulder, USA [Relay]",41,Black,White,CYPHERPUNK FILES #1618,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1618
1619,Mojo Man - ファイル共有,The Tortoise,LEVEL 2,The solution we propose begins with a timestamp server.,Smart Liens (Szabo 1994),"Santa Barbara, USA [Proxy]",72,Black,White,CYPHERPUNK FILES #1619,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1619
1620,Youngster - アーカイブ,The Saint,LEVEL 2,"If you're using free transactions, you're taking charity and there has t...",Credit with Privity (Szabo 1996),"Sydney, AUS [I2P]",39,Black,White,CYPHERPUNK FILES #1620,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1620
1621,The Tortoise - 暗号化の権利,Mochi,LEVEL 3,We just need to spread the word and keep getting more people interested.,Pricing via Processing or Combatting Junk Mail (Naor and Dwork 1993),"Brussels, BEL [Relay]",26,Black,White,CYPHERPUNK FILES #1621,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1621
1622,Mr. Toad - ブートストラップ,Yorkie,LEVEL 3,I like to keep code compact so you can see more code on the screen at once.,The Sybil Attack (Douceur 2002),"Amsterdam, NLD [Tor]",38,Black,White,CYPHERPUNK FILES #1622,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1622
1623,Jules - 漏洩,Next of Kin,LEVEL 4,"I've always hated projects with a lot of big dependencies, but there's n...",Why Remailers I (Finney 1992),"The Hague, NLD [Tor]",43,Black,White,CYPHERPUNK FILES #1623,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1623
1624,The Repeater - タイムスタンプ,Patty,LEVEL 1,Sorry if I didn't make that clear. The target time between blocks will p...,Credit with Privity (Szabo 1996),"Amsterdam, NLD [Tor]",71,Black,White,CYPHERPUNK FILES #1624,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1624
1625,Money - 作業証明,The Invisible Man,LEVEL 2,Lost coins only make everyone else's coins worth slightly more.  Think o...,The Sybil Attack (Douceur 2002),"Osaka, JPN [I2P]",51,Black,White,CYPHERPUNK FILES #1625,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1625
1626,V.I.P. - 迷惑メール防止,The Ram,LEVEL 2,"Gold, for instance, is pretty, non-corrosive and easily malleable, but m...",Pricing via Processing or Combatting Junk Mail (Naor and Dwork 1993),"East Patchogue, USA [Proxy]",36,Black,White,CYPHERPUNK FILES #1626,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1626
1627,The Earner - 灯台,The Chef,LEVEL 3,no mechanism exists to make payments over a communications channel witho...,Bit Gold (Szabo 2005),"Amsterdam, NLD [Tor]",30,Black,White,CYPHERPUNK FILES #1627,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1627
1628,The Exporter - サルサ,The Godfather,LEVEL 1,Hal isn't currently actively involved.,A Formal Language for Analyzing Contracts (Szabo 2002),"Helsinki, FIN [Tor]",45,Black,White,CYPHERPUNK FILES #1628,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1628
1629,Hellraiser - 鍵交換,Shears,LEVEL 1,natural deflation... I like that name for it.,The Cyphernomicon (May 1994),"Melbourne, AUS [Tor]",42,Black,Green,CYPHERPUNK FILES #1629,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1629
1630,Mr. X - 電気自動車,The Carrier,LEVEL 3,"You try it, I'm stumped.",Smart Contracts (Szabo 1994),"Brussels, BEL [Relay]",59,Black,White,CYPHERPUNK FILES #1630,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1630
1631,Dashboard - オーシャン,Captain,LEVEL 1,an attacker would have to redo the proof-of-work of the block and all bl...,Objective Versus Intersubjective Truth (Szabo 1998),"Zurich, CHE [I2P]",42,Black,White,CYPHERPUNK FILES #1631,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1631
1632,The Boar - 匿名資格情報,Goldfinger,LEVEL 3,"Coins have to get initially distributed somehow, and a constant rate see...",Steganography No Solution (Finney 1993),"Langley, USA [Tor]",41,Black,White,CYPHERPUNK FILES #1632,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1632
1633,The Hitman - 三位一体,Liberty Bell,LEVEL 1,the verification is reliable as long as honest nodes control the network...,The Machinery of Freedom (Friedman 1989),"Leuven, BEL [Relay]",44,Black,White,CYPHERPUNK FILES #1633,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1633
1634,The Face - 列車模型,The Godfather,LEVEL 3,"If you haven't already, try aligning thash.  It might matter.  Couldn't ...",Micropayments and Mental Transaction Costs (Szabo 1999),"Sliema, MLT [VPN]",38,Black,White,CYPHERPUNK FILES #1634,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1634
1635,Grill Master - 匿名スピーチ,Sakou,LEVEL 3,"Oh crap, I got your sourceforge usernames mixed up, sorry about that.",The Art of Unix Programming (Raymond 2003),"San Francisco, USA [Relay]",38,Black,White,CYPHERPUNK FILES #1635,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1635
1636,Riggs - リカルディアン,The Belgian,LEVEL 1,"generation effort is rapidly increasing, suggesting people are estimatin...",b-money (Dai 1998),"Amsterdam, NLD [Tor]",69,Black,White,CYPHERPUNK FILES #1636,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1636
1637,Bluebird - 短文投稿,The Finn,LEVEL 1,Sorry to be a wet blanket.  Writing a description for this thing for gen...,Negative Reputations (Szabo 1996),"Van Nuys, USA [Proxy]",61,Black,White,CYPHERPUNK FILES #1637,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1637
1638,The Hawk - 零知識証明,V.I.P.,LEVEL 1,Some of their responses were rather Neanderthal...,"The Byzantine Generals Problem (Lamport, Shostak, and Pease 1982)","Berlin, DEU [Proxy]",30,Black,White,CYPHERPUNK FILES #1638,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1638
1639,The Provost - ハニーポット,Charlie Bravo,LEVEL 4,Maybe you're the first person to ever run it on Vista :),Politics vs Technology (Finney 1994),"Brussels, BEL [Relay]",59,Black,White,CYPHERPUNK FILES #1639,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1639
1640,Letter S - 情報公開の自由,Space Shuttle,LEVEL 4,"You can get coins by getting someone to send you some, or turn on Option...",Principles of Economics (Menger 1871),"Zurich, CHE [I2P]",48,Black,White,CYPHERPUNK FILES #1640,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1640
1641,The Dutchman - 符号理論,ATAT,LEVEL 1,It is strictly necessary that the longest chain is always considered the...,How to Time-Stamp a Digital Document (Haber and Stornetta 1991),"Stanford, USA [Tor]",26,Black,White,CYPHERPUNK FILES #1641,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1641
1642,Mountain Man - ロバ,Money,LEVEL 3,"If I can't think of anything else, I can always shut down and restart so...",The Machinery of Freedom (Friedman 1989),"Osaka, JPN [I2P]",54,Black,White,CYPHERPUNK FILES #1642,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1642
1643,Olive Juice - エンジニアリングマニフェスト,The Heater,LEVEL 1,Proof-of-work has the nice property that it can be relayed through untru...,Shelling Out: The Origins of Money (Szabo 2002),"Cambridge, USA [Tor]",37,Black,White,CYPHERPUNK FILES #1643,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1643
1644,The Godfather - デジタルキャッシュ,V.I.P.,LEVEL 2,My choice for the number of coins and distribution schedule was an educa...,Secure Names for Bit-Strings (Stornetta and Haber 1997),"Santa Cruz, USA [VPN]",60,Black,White,CYPHERPUNK FILES #1644,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1644
1645,The Hitman - 三位一体,The Don,LEVEL 2,A big attraction to new users is that anyone with a computer can generat...,Hashcash - A Denial of Service Counter-Measure (Back 2002),"Dublin, IRL [VPN]",59,Black,White,CYPHERPUNK FILES #1645,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/1645
